Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,Education,Education (EDUC),709,Motiv in the Classrm,SEM,3
Fall 2017,Education,Education (EDUC),712,Causal Infer Ed K-12,SEM,3
Fall 2017,Education,Education (EDUC),719,Pedagogies of De&I,SEM,1
Fall 2017,Education,Education (EDUC),728,Prac Learn Tech,IND,1.00-4.00
Fall 2017,Education,Education (EDUC),737,Topics Educ Studies,SEM,1.00-3.00
Fall 2017,Education,Education (EDUC),761,P S E Complex Org,SEM,3
Fall 2017,Education,Education (EDUC),766,CPEP Res Practicum,LAB,1.00-3.00
Fall 2017,Education,Education (EDUC),767,Res Pract in HE,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),769,Philanthropy & HE,SEM,3
Fall 2017,Education,Education (EDUC),770,Ind St High&Cont Ed,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),771,Topics High&Cont Ed,SEM,3
Fall 2017,Education,Education (EDUC),774,Pract Tchr Ed,SEM,3
Fall 2017,Education,Education (EDUC),777,Admin Practicum MA,SEM,1.50-3.00
Fall 2017,Education,Education (EDUC),782,Stdy Math Thnk&Lrn,SEM,3
Fall 2017,Education,Education (EDUC),789,Rsrch Apprenticeship,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),790,Found of Schlng,LEC,3
Fall 2017,Education,Education (EDUC),792,Meth Ed Res:Qual,LEC,3
Fall 2017,Education,Education (EDUC),793,Intr Quant Meth Res,LEC,3
Fall 2017,Education,Education (EDUC),794,Quant Mth Caus Anls,LEC,3
Fall 2017,Education,Education (EDUC),798,Tchg Apprenticeship,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),831,Thr&Res Lrn&Inst Sc,SEM,3
Fall 2017,Education,Education (EDUC),835,Independent Study,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),864,Amer College Stu,LEC,3
Fall 2017,Education,Education (EDUC),873,"Race,Eth&Gend Hi Ed",SEM,3
Fall 2017,Education,Education (EDUC),898,Professionl Dev Sem,SEM,1
Fall 2017,Education,Education (EDUC),899,PhD Qualifying Paper,IND,3
Fall 2017,Education,Education (EDUC),990,Diss-Precand,IND,1.00-8.00
Fall 2017,Education,Education (EDUC),991,Prelims Part A,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),992,Prelims Part B,IND,1.00-3.00
Fall 2017,Education,Education (EDUC),995,Diss-Cand,IND,8
Fall 2017,Engineering,Aerospace Engineering (AEROSP),201,Intro Aero,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),205,Intr Aero Eng Sys,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),215,Solid Mech&AE Struct,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),225,Intro Gas Dynamics,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),285,Aero Eng Sem,SEM,1
Fall 2017,Engineering,Aerospace Engineering (AEROSP),290,Directed Study,IND,1.00-3.00
Fall 2017,Engineering,Aerospace Engineering (AEROSP),305,Aero Eng Lab I,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),315,Aerospace Structure,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),325,Aerodynamics,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),335,Aerospace Propulsn,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),347,Space Mechanics,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),348,Aircraft Dyn Control,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),390,Directed Study,IND,1.00-3.00
Fall 2017,Engineering,Aerospace Engineering (AEROSP),405,Aero Eng Lab II,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),481,Aircraft Design,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),490,Directed Study,IND,1.00-3.00
Fall 2017,Engineering,Aerospace Engineering (AEROSP),513,Solid&Struct Mech I,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),516,Mech Composites,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),520,Compressible Flow I,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),522,Viscous Flow,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),523,Comp Fluid Dyn I,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),524,Aerodyn II,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),533,Combustion Processes,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),536,Electric Propulsion,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),540,Intermed Dynamics,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),544,Aeroelasticity,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),548,Astrodynamics,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),550,Linear Systems Thry,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),552,Aero Info Sys,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),574,Space Physics,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),581,Space Pol&Manage,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),582,Spacecraft Tech,LEC,4
Fall 2017,Engineering,Aerospace Engineering (AEROSP),584,Nav&Guid Aero Veh,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),585,Aerospace Sem,SEM,1
Fall 2017,Engineering,Aerospace Engineering (AEROSP),590,Directed Study,IND,1.00-6.00
Fall 2017,Engineering,Aerospace Engineering (AEROSP),597,Space Plsm Phy,LEC,3
Fall 2017,Engineering,Aerospace Engineering (AEROSP),990,Diss-Precand,IND,1.00-8.00
Fall 2017,Engineering,Aerospace Engineering (AEROSP),995,Diss-Cand,IND,8
Fall 2017,Engineering,"Atmospheric, Oceanic And Space Sciences (AOSS)",171,GC: Sustain Science,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),102,Extreme Weather,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),105,Changing Atmos,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),280,Ugrad Res Experience,LAB,1.00-4.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),320,Earth Sys Evolution,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),380,Intro Atm Radiation,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),381,Ugrad Res Exper II,LAB,1.00-4.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),401,Geophys Fluid Dyn,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),405,Special Topics,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),410,Earth System Model,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),440,Meteor Analysis Lab,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),451,Atmos Dynamics I,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),466,Carb-Climate Interac,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),473,Climate Physics,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),479,Atmos Chemistry,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),499,Directed Study,IND,1.00-16.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),501,"Climate,Atmos&Sp Sci",SEM,1
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),511,Aeros Physic & Chem,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),530,Using Climate Change,SEM,2
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),551,Adv Fluid Dynamics,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),586,Climate Data Analys,LEC,3
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),591,Climate Practicum I,LEC,4
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),605,Current Topics,LEC,1.00-4.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),701,Special Problems,IND,1.00-16.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),747,Student Seminar,LEC,1
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),749,CLaSP Seminar,LEC,1
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),990,Diss-Precand,IND,1.00-8.00
Fall 2017,Engineering,Climate and Meteorology (CLIMATE),995,Diss-Cand,IND,8
Fall 2017,Engineering,Space Science and Engineering (SPACE),101,Rocket Science,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),103,Intro Space Weather,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),280,Ugrad Res Experience,LAB,1.00-4.00
Fall 2017,Engineering,Space Science and Engineering (SPACE),320,Earth Sys Evolution,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),370,Solar Terrestrial,LEC,4
Fall 2017,Engineering,Space Science and Engineering (SPACE),380,Intro Atm Radiation,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),381,Ugrad Res Exper II,LAB,1.00-4.00
Fall 2017,Engineering,Space Science and Engineering (SPACE),405,Special Topics,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),478,Engin for Space Env,LEC,4
Fall 2017,Engineering,Space Science and Engineering (SPACE),499,Directed Study,IND,1.00-16.00
Fall 2017,Engineering,Space Science and Engineering (SPACE),501,"Climate,Atmos&Sp Sci",SEM,1
Fall 2017,Engineering,Space Science and Engineering (SPACE),551,Adv Fluid Dynamics,LEC,4
Fall 2017,Engineering,Space Science and Engineering (SPACE),574,Space Physics,LEC,4
Fall 2017,Engineering,Space Science and Engineering (SPACE),581,Space Pol&Manage,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),582,Spacecraft Tech,LEC,4
Fall 2017,Engineering,Space Science and Engineering (SPACE),590,Space Systems Proj,LEC,1.00-4.00
Fall 2017,Engineering,Space Science and Engineering (SPACE),597,Space Plsm Phy,LEC,3
Fall 2017,Engineering,Space Science and Engineering (SPACE),605,Current Topics,LEC,1.00-4.00
Fall 2017,Engineering,Space Science and Engineering (SPACE),747,Student Seminar,LEC,1
Fall 2017,Engineering,Space Science and Engineering (SPACE),749,CLaSP Seminar,LEC,1
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),211,Circuits and Systems,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),221,Biophy Chemistry,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),241,BiomedE Ug Lab,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),331,Intro Biofluid Mech,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),350,Intro BME Design,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),410,Biomaterials,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),417,Electrical Biophys,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),418,Quant Cell Biology,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),419,Quant Physiology,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),424,Engin Acoustics,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),451,"BME Design, Pt 1",LEC,2
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),456,Tissue Mechanics,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),458,Biomed Instrum Des,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),474,Intro to Tissue Engr,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),484,RHE Fundamentals,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),490,Directed Research,IND,1.00-4.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),499,Special Topics,LEC,2.00-4.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),500,Biomed Engr Sem,SEM,1
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),516,Med Imag Sys,LEC,3
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),519,Quantitative Physiol,LEC,4
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),523,Business of Biology,REC,2.25
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),550,Ethics&Enterprise,LEC,1
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),590,Directed Research,IND,1.00-16.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),591,M S Thesis,IND,1.00-16.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),599,Special Topics,LEC,1.00-3.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),990,Diss-Precand,IND,1.00-8.00
Fall 2017,Engineering,Biomedical Engineering (BIOMEDE),995,Diss-Cand,IND,8
Fall 2017,Engineering,Chemical Engineering (CHE),230,Mat&Energy Balances,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),290,Res&Spec Problems,IND,1.00-16.00
Fall 2017,Engineering,Chemical Engineering (CHE),342,Mass&Heat Transfer,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),343,Separ Processes,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),344,Reaction Engr Des,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),360,Chem Engr Lab I,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),405,Prob Solv&Trbleshoot,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),412,Polymeric Materials,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),460,Chem Eng Lab II,LEC,4
Fall 2017,Engineering,Chemical Engineering (CHE),466,Proc Dyn & Control,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),485,ChE Process Econ,LEC,1
Fall 2017,Engineering,Chemical Engineering (CHE),487,Proc Sim & Design,LEC,5
Fall 2017,Engineering,Chemical Engineering (CHE),488,Chem Prod Design I,LEC,2
Fall 2017,Engineering,Chemical Engineering (CHE),490,Adv Res&Spec Problem,IND,1.00-16.00
Fall 2017,Engineering,Chemical Engineering (CHE),497,Spec Topic ChE,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),505,Math for ChE,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),527,Fluid Flow,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),538,Stat&Irrev Thermo,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),554,Comput Methods,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),559,Foundations Nano II,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),580,Teaching Engin,LEC,3
Fall 2017,Engineering,Chemical Engineering (CHE),595,Chem E Res Surv,LEC,1
